op_code,work_center,description,est_hours,section,notes,job_no
.605,BUILD,Tack shell courses together,8.0,Build Main Tank and Install Internals,,051-24
.610,WELD,Weld inside round seams,16.0,Build Main Tank and Install Internals,,051-24
.615,BUILD,Install rim angle,0.0,Build Main Tank and Install Internals,,051-24
.616,WELD,Weld rim angle inside and outside,0.0,Build Main Tank and Install Internals,,051-24
.620,DETAIL,"Lay out shell, burn and clean holes",10.0,Build Main Tank and Install Internals,PREP NOZZLE HOLES FOR FULL PEN WELDS,051-24
.625,DETAIL,Install baffles and weld,0.0,Build Main Tank and Install Internals,,051-24
.630,DETAIL,"Install internals (wear plates, rings, clips, etc.)",0.0,Build Main Tank and Install Internals,,051-24
.635,DETAIL,Install internal coil and supports,0.0,Build Main Tank and Install Internals,,051-24
.637,WELD,Grind inside welds smooth - shell,0.0,Build Main Tank and Install Internals,,051-24
.638,WELD,Polish inside weld seams - shell,0.0,Build Main Tank and Install Internals,,051-24
.QC5,INSPECTION,Q.C. Inspection - Internal,0.0,Build Main Tank and Install Internals,,051-24
.640,BUILD,Fit top head to shell,4.0,Build Main Tank and Install Internals,,051-24
.641,WELD,Weld top head to shell inside,10.0,Build Main Tank and Install Internals,INCL. HOLE WATCH,051-24
.645,WELD,Weld all outside seams,30.0,Build Main Tank and Install Internals,,051-24
.800,MOVE TANK,Move tank to detail rolls,2.0,Build Main Tank and Install Internals,,051-24
.700,DETAIL,Fit jacket to shell,0.0,Install Nozzles and Externals,,051-24
.705,WELD,Weld jacket to shell,0.0,Install Nozzles and Externals,,051-24
.710,DETAIL,Install jacket nozzles,0.0,Install Nozzles and Externals,,051-24
.711,WELD,Weld jacket nozzles,0.0,Install Nozzles and Externals,,051-24
.715,DETAIL,Install insulation / vacuum rings and weld,0.0,Install Nozzles and Externals,,051-24
.717,DETAIL,Install lift lugs on shell,2.0,Install Nozzles and Externals,,051-24
.720,DETAIL,"Fit supports (legs, lugs, anchors, saddles, skirt)",25.0,Install Nozzles and Externals,AND WELD COMPLETE (INCL. REPADS),051-24
.721,WELD,"Weld insulation / vacuum rings, lugs, supports, etc.",0.0,Install Nozzles and Externals,,051-24
.725,DETAIL,Set nozzles & manways in shell,10.0,Install Nozzles and Externals,,051-24
.726,WELD,"Weld shell nozzles, manways, etc.",30.0,Install Nozzles and Externals,INCL. HOLE WATCH,051-24
.730,WELD,Add repads and weld,0.0,Install Nozzles and Externals,,051-24
.735,DETAIL,Install dip pipe supports,0.0,Install Nozzles and Externals,,051-24
.740,DETAIL,Install dip pipes,0.0,Install Nozzles and Externals,,051-24
.745,DETAIL,Install mixer bridge,0.0,Install Nozzles and Externals,,051-24
.750,DETAIL,Fit handrail; install and weld clips,0.0,Install Nozzles and Externals,,051-24
.755,DETAIL,Fit ladder; install and weld clips,0.0,Install Nozzles and Externals,,051-24
.760,DETAIL,"Fit platform; install and weld clips, bracing, etc.",0.0,Install Nozzles and Externals,,051-24
.QC51,INSPECTION,UT Components,0.0,Install Nozzles and Externals,,051-24
.765,FINISHING,Install name tag,1.0,Install Nozzles and Externals,,051-24
.900,FINISHING,Dye pen test,0.0,Install Nozzles and Externals,,051-24
.770,WELD,"Inspect tank, make repairs, get QC inspector",1.0,Install Nozzles and Externals,,051-24
.QC6,INSPECTION,Q.C. Inspection - Fabrication,0.0,Install Nozzles and Externals,,051-24
.OI4,INSPECTION,Customer Inspection,0.0,Install Nozzles and Externals,,051-24
.OI2,INSPECTION,ASME Inspection - Internal,0.0,Install Nozzles and Externals,,051-24
.850,DETAIL,Remove head,0.0,Repairs,,051-24
.855,DETAIL,Remove nozzles,0.0,Repairs,,051-24
.860,DETAIL,Remove jacket,0.0,Repairs,,051-24
.801,MOVE TANK,Move to shop test area,2.0,Test and Clean,,051-24
.900,FINISHING,Dye pen test,0.0,Test and Clean,,051-24
.910,FINISHING,Test tank,12.0,Test and Clean,,051-24
.QC7,INSPECTION,QC Inspection - Test,0.0,Test and Clean,,051-24
.OI3,INSPECTION,ASME Inspection - Test,0.0,Test and Clean,,051-24
.920,FINISHING,Clean tank complete,0.0,Test and Clean,,051-24
.QC8,INSPECTION,QC Inspection - Clean,0.0,Test and Clean,,051-24
.802,MOVE TANK,Move to paint area,2.0,Test and Clean,,051-24
.QC9,INSPECTION,QC Inspection - Sandblast,0.0,Test and Clean,,051-24
.QC90,INSPECTION,QC Inspection - Paint,0.0,Test and Clean,,051-24
.940,FINISHING,Prepare tank for shipment,3.0,Test and Clean,,051-24
.950,FINISHING,Check bill of materials and pack loose parts,0.0,Test and Clean,,051-24
.QC95,INSPECTION,Q.C. Inspection - Final & Loose Items,0.0,Test and Clean,,051-24
.960,FINISHING,Load on truck,3.0,Test and Clean,,051-24
.970,SHIPPING,Take parts to galvanizers,0.0,Test and Clean,,051-24
.971,SHIPPING,Take parts to machine shop,0.0,Test and Clean,,051-24
.972,SHIPPING,Pick up parts from galvanizers,0.0,Test and Clean,,051-24
.973,SHIPPING,Pick up parts from machine shop,0.0,Test and Clean,,051-24
.QC21,INSPECTION,QC Inspection - Components return from subcontractor,0.0,Test and Clean,,051-24
.974,SHIPPING,Deliver tank,0.0,Test and Clean,,051-24
.975,SHIPPING,Deliver misc. parts,0.0,Test and Clean,,051-24
.010,PRE FAB,Receive material,0.0,,,052-24
.QC1,INSPECTION,UT top and bottom heads,0.0,,,052-24
.100,PRE FAB,Cut nozzle pipe and clean,4.0,Nozzles and Manways,,052-24
.105,PRE FAB,Build nozzles and weld,7.0,Nozzles and Manways,,052-24
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",4.0,Nozzles and Manways,,052-24
.110,PRE FAB,Build dip tubes and weld,0.0,Nozzles and Manways,,052-24
.115,PRE FAB,"Make manway parts:  cut clips, form handles, etc.",1.0,Nozzles and Manways,,052-24
.120,PRE FAB,Burn manway neck (CHECK BEFORE BURNING); Clean and bevel,1.0,Nozzles and Manways,,052-24
.125,PRE FAB,Roll manway neck,1.0,Nozzles and Manways,,052-24
.130,PRE FAB,Set up and weld manway flange and neck seam,3.0,Nozzles and Manways,,052-24
.135,PRE FAB,Build davit arm assembly and cover,3.0,Nozzles and Manways,,052-24
.140,PRE FAB,Build hatch/door,0.0,Nozzles and Manways,,052-24
.145,PRE FAB,Install cladding on flange,0.0,Nozzles and Manways,,052-24
.147,PRE FAB,Install cladding on blind / cover,0.0,Nozzles and Manways,,052-24
.155,PRE FAB,Cut parts on CNC plasma table,8.0,Cut & Prep Parts,,052-24
.156,PRE FAB,Clean and prep parts,8.0,Cut & Prep Parts,,052-24
.165,PRE FAB,"Build supports (legs, lugs, saddles)",4.0,Supports,TACK ONLY,052-24
.170,PRE FAB,Roll repads; drill and tap,0.0,Supports,,052-24
.175,PRE FAB,Build and weld base ring - skirt,0.0,Supports,,052-24
.180,BUILD,"Skirt; bring in plate, square, trim and clean",0.0,Supports,,052-24
.185,BUILD,Roll skirt shells,0.0,Supports,,052-24
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,Misc. Parts,,052-24
.205,PRE FAB,Roll rim angle,0.0,Misc. Parts,,052-24
.210,PRE FAB,Roll insulation rings,0.0,Misc. Parts,,052-24
.215,PRE FAB,Burn and clean baffles (CHECK BEFORE BURNING),0.0,Misc. Parts,,052-24
.220,PRE FAB,Form baffles,0.0,Misc. Parts,,052-24
.225,PRE FAB,Cut and make baffle supports,0.0,Misc. Parts,,052-24
.230,PRE FAB,Build baffles and weld,0.0,Misc. Parts,,052-24
.235,PRE FAB,Build top and bottom stiffeners,0.0,Misc. Parts,,052-24
.240,PRE FAB,Roll/Burn vacuum rings (CHECK BEFORE BURNING),0.0,Misc. Parts,,052-24
.245,PRE FAB,Cut parts for mixer bridge,0.0,Misc. Parts,,052-24
.250,PRE FAB,Roll pipe - internal coil,0.0,Misc. Parts,,052-24
.252,PRE FAB,Fabricate miscellaneous parts,0.0,Misc. Parts,,052-24
.255,PRE FAB,Drill / punch holes,0.0,Misc. Parts,,052-24
.257,PRE FAB,Build Flange,0.0,Misc. Parts,,052-24
.260,PRE FAB,Sandblast parts / plates,0.0,Misc. Parts,,052-24
.261,PRE FAB,"Miscellaneous Fabrication - Braces, Mounting Plates, Cone Outlet Necks",0.0,Misc. Parts,,052-24
.262,PRE FAB,"Cut / make parts for ladder (rungs, rails, etc.)",0.0,"Ladders, Handrails and Platforms",,052-24
.265,PRE FAB,Form and roll ladder hoops,0.0,"Ladders, Handrails and Platforms",,052-24
.270,PRE FAB,Build ladder; weld out,0.0,"Ladders, Handrails and Platforms",,052-24
.272,PRE FAB,Cut / make parts for handrail,0.0,"Ladders, Handrails and Platforms",,052-24
.275,PRE FAB,Roll handrail pipe,0.0,"Ladders, Handrails and Platforms",,052-24
.280,PRE FAB,Roll handrail toe plate,0.0,"Ladders, Handrails and Platforms",,052-24
.282,PRE FAB,Build handrail; weld out,0.0,"Ladders, Handrails and Platforms",,052-24
.285,PRE FAB,Cut / make parts for platform,0.0,"Ladders, Handrails and Platforms",,052-24
.290,PRE FAB,Burn grating for platforms; clean and band,0.0,"Ladders, Handrails and Platforms",,052-24
.292,PRE FAB,Build platform; weld out,0.0,"Ladders, Handrails and Platforms",,052-24
.295,PRE FAB,Mount handrail on platform,0.0,"Ladders, Handrails and Platforms",,052-24
.QC2,INSPECTION,QC Inspection - Components prior to shipment to subcontractor,0.0,"Ladders, Handrails and Platforms",,052-24
.300,BUILD,Wrap top and bottom heads,0.0,Shells,,052-24
.QC3,INSPECTION,UT Shells,0.0,Shells,,052-24
.305,BUILD,"Shells; bring in plate, square, trim and clean",6.0,Shells,,052-24
.310,BUILD,Bevel shell plates,6.0,Shells,,052-24
.315,BUILD,"Roll shells, tack and weld inside seams",10.0,Shells,,052-24
.320,BUILD,Set up and weld sides - rectangular tank,0.0,Shells,,052-24
.325,BUILD,Install body flange on shell,0.0,Shells,,052-24
.326,WELD,Weld body flange on shell,0.0,Shells,,052-24
.350,BUILD,Build top head / cone,1.0,Top Head,CUT ON BURN TABLE,052-24
.QC4,INSPECTION,QC Inspection - Top,0.0,Top Head,,052-24
.355,DETAIL,"Lay out top head, burn and clean holes",0.0,Top Head,,052-24
.360,BUILD,Bevel top head,2.0,Top Head,CLEAN UP HOLES & PREP FOR FULL PEN WELDS,052-24
.365,DETAIL,Set  nozzles in top head,1.0,Top Head,,052-24
.366,WELD,Weld nozzles in top head,3.0,Top Head,,052-24
.370,WELD,Install and weld out repads - top head,3.0,Top Head,,052-24
.375,DETAIL,Install top stiffeners,0.0,Top Head,,052-24
.380,DETAIL,Build mixer bridge,0.0,Top Head,,052-24
.382,BUILD,Install body flange on top head,0.0,Top Head,,052-24
.383,WELD,Weld body flange on top head,0.0,Top Head,,052-24
.385,WELD,Dye pen top head,0.0,Top Head,,052-24
.390,WELD,Grind inside welds smooth - top head,0.0,Top Head,,052-24
.395,WELD,Polish inside weld seams - top head,0.0,Top Head,,052-24
.450,BUILD,Build bottom head / cone,0.0,Bottom Head,,052-24
.QC4,INSPECTION,QC Inspection - Bottom,0.0,Bottom Head,,052-24
.455,DETAIL,"Lay out bottom head, burn and clean holes",0.0,Bottom Head,,052-24
.460,BUILD,Bevel bottom head,0.0,Bottom Head,,052-24
.465,DETAIL,Set  nozzles in bottom head,0.0,Bottom Head,,052-24
.466,WELD,Weld nozzles in bottom head,0.0,Bottom Head,,052-24
.470,WELD,Install and weld out repads - bottom head,0.0,Bottom Head,,052-24
.475,DETAIL,Install bottom stiffeners,0.0,Bottom Head,,052-24
.477,DETAIL,Cut and fit jacket to bottom head,0.0,Bottom Head,,052-24
.478,WELD,Weld jacket to bottom head,0.0,Bottom Head,,052-24
.479,DETAIL,Install jacket nozzles - bottom head,0.0,Bottom Head,,052-24
.482,BUILD,Install body flange on bottom head,0.0,Bottom Head,,052-24
.483,WELD,Weld body flange on bottom head,0.0,Bottom Head,,052-24
.485,WELD,Dye pen bottom head,0.0,Bottom Head,,052-24
.490,WELD,Grind inside welds smooth - bottom head,0.0,Bottom Head,,052-24
.495,WELD,Polish inside weld seams - bottom head,0.0,Bottom Head,,052-24
.500,BUILD,"Build skirt; prep, roll and tack shells",0.0,Skirt,,052-24
.510,BUILD,Build skirt; fit base ring to shell,0.0,Skirt,,052-24
.515,WELD,Weld skirt shell seams and base ring,0.0,Skirt,,052-24
.520,DETAIL,"Lay out skirt, burn and clean holes",0.0,Skirt,,052-24
.530,DETAIL,Build skirt; fit anchors / gussets,0.0,Skirt,,052-24
.540,DETAIL,Set  nozzles / manway in skirt,0.0,Skirt,,052-24
.545,WELD,"Weld skirt anchors, gussets, nozzles, manways, etc.",0.0,Skirt,,052-24
.580,PRE FAB,Fabricate internal coil supports,0.0,Internal Coils,,052-24
.590,PRE FAB,Fabricate internal coil,0.0,Internal Coils,,052-24
.OI1,INSPECTION,ASME Hold Point,0.0,Build Main Tank and Install Internals,,052-24
.600,BUILD,Fit bottom head to shell,18.0,Build Main Tank and Install Internals,"FIT & WELD SLOPE BOTTOM, STIFFENERS & FLAT BOTTOM",052-24
.605,BUILD,Tack shell courses together,2.0,Build Main Tank and Install Internals,,052-24
.610,WELD,Weld inside round seams,4.0,Build Main Tank and Install Internals,,052-24
.615,BUILD,Install rim angle,2.0,Build Main Tank and Install Internals,FIT & TACK SHELL RING,052-24
.616,WELD,Weld rim angle inside and outside,4.0,Build Main Tank and Install Internals,,052-24
.620,DETAIL,"Lay out shell, burn and clean holes",4.0,Build Main Tank and Install Internals,PREP NOZZLE HOLES FOR FULL PEN WELDS,052-24
.625,DETAIL,Install baffles and weld,0.0,Build Main Tank and Install Internals,,052-24
.630,DETAIL,"Install internals (wear plates, rings, clips, etc.)",0.0,Build Main Tank and Install Internals,,052-24
.635,DETAIL,Install internal coil and supports,0.0,Build Main Tank and Install Internals,,052-24
.637,WELD,Grind inside welds smooth - shell,0.0,Build Main Tank and Install Internals,,052-24
.638,WELD,Polish inside weld seams - shell,0.0,Build Main Tank and Install Internals,,052-24
.QC5,INSPECTION,Q.C. Inspection - Internal,0.0,Build Main Tank and Install Internals,,052-24
.640,BUILD,Fit top head to shell,2.0,Build Main Tank and Install Internals,TEST FIT TOP HEAD,052-24
.641,WELD,Weld top head to shell inside,0.0,Build Main Tank and Install Internals,,052-24
.645,WELD,Weld all outside seams,6.0,Build Main Tank and Install Internals,(1) ROUND SEAM & (2) LONG SEAMS,052-24
.800,MOVE TANK,Move tank to detail rolls,1.0,Build Main Tank and Install Internals,,052-24
.700,DETAIL,Fit jacket to shell,0.0,Install Nozzles and Externals,,052-24
.705,WELD,Weld jacket to shell,0.0,Install Nozzles and Externals,,052-24
.710,DETAIL,Install jacket nozzles,0.0,Install Nozzles and Externals,,052-24
.711,WELD,Weld jacket nozzles,0.0,Install Nozzles and Externals,,052-24
.715,DETAIL,Install insulation / vacuum rings and weld,0.0,Install Nozzles and Externals,,052-24
.717,DETAIL,Install lift lugs on shell,2.0,Install Nozzles and Externals,,052-24
.720,DETAIL,"Fit supports (legs, lugs, anchors, saddles, skirt)",8.0,Install Nozzles and Externals,AND WELD COMPLETE,052-24
.721,WELD,"Weld insulation / vacuum rings, lugs, supports, etc.",0.0,Install Nozzles and Externals,,052-24
.725,DETAIL,Set nozzles & manways in shell,5.0,Install Nozzles and Externals,,052-24
.726,WELD,"Weld shell nozzles, manways, etc.",10.0,Install Nozzles and Externals,,052-24
.730,WELD,Add repads and weld,3.0,Install Nozzles and Externals,NOZZLE B,052-24
.735,DETAIL,Install dip pipe supports,0.0,Install Nozzles and Externals,,052-24
.740,DETAIL,Install dip pipes,0.0,Install Nozzles and Externals,,052-24
.745,DETAIL,Install mixer bridge,0.0,Install Nozzles and Externals,,052-24
.750,DETAIL,Fit handrail; install and weld clips,0.0,Install Nozzles and Externals,,052-24
.755,DETAIL,Fit ladder; install and weld clips,0.0,Install Nozzles and Externals,,052-24
.760,DETAIL,"Fit platform; install and weld clips, bracing, etc.",0.0,Install Nozzles and Externals,,052-24
.QC51,INSPECTION,UT Components,0.0,Install Nozzles and Externals,,052-24
.765,FINISHING,Install name tag,1.0,Install Nozzles and Externals,,052-24
.900,FINISHING,Dye pen test,0.0,Install Nozzles and Externals,,052-24
.770,WELD,"Inspect tank, make repairs, get QC inspector",1.0,Install Nozzles and Externals,,052-24
.QC6,INSPECTION,Q.C. Inspection - Fabrication,0.0,Install Nozzles and Externals,,052-24
.OI4,INSPECTION,Customer Inspection,0.0,Install Nozzles and Externals,,052-24
.OI2,INSPECTION,ASME Inspection - Internal,0.0,Install Nozzles and Externals,,052-24
.850,DETAIL,Remove head,0.0,Repairs,,052-24
.855,DETAIL,Remove nozzles,0.0,Repairs,,052-24
.860,DETAIL,Remove jacket,0.0,Repairs,,052-24
.801,MOVE TANK,Move to shop test area,1.0,Test and Clean,,052-24
.900,FINISHING,Dye pen test,0.0,Test and Clean,,052-24
.910,FINISHING,Test tank,10.0,Test and Clean,,052-24
.QC7,INSPECTION,QC Inspection - Test,0.0,Test and Clean,,052-24
.OI3,INSPECTION,ASME Inspection - Test,0.0,Test and Clean,,052-24
.920,FINISHING,Clean tank complete,0.0,Test and Clean,,052-24
.QC8,INSPECTION,QC Inspection - Clean,0.0,Test and Clean,,052-24
.802,MOVE TANK,Move to paint area,1.0,Test and Clean,,052-24
.QC9,INSPECTION,QC Inspection - Sandblast,0.0,Test and Clean,,052-24
.QC90,INSPECTION,QC Inspection - Paint,0.0,Test and Clean,,052-24
.940,FINISHING,Prepare tank for shipment,2.0,Test and Clean,,052-24
.950,FINISHING,Check bill of materials and pack loose parts,0.0,Test and Clean,,052-24
.QC95,INSPECTION,Q.C. Inspection - Final & Loose Items,0.0,Test and Clean,,052-24
.960,FINISHING,Load on truck,2.0,Test and Clean,,052-24
.970,SHIPPING,Take parts to galvanizers,0.0,Test and Clean,,052-24
.971,SHIPPING,Take parts to machine shop,0.0,Test and Clean,,052-24
.972,SHIPPING,Pick up parts from galvanizers,0.0,Test and Clean,,052-24
.973,SHIPPING,Pick up parts from machine shop,0.0,Test and Clean,,052-24
.QC21,INSPECTION,QC Inspection - Components return from subcontractor,0.0,Test and Clean,,052-24
.974,SHIPPING,Deliver tank,0.0,Test and Clean,,052-24
.975,SHIPPING,Deliver misc. parts,0.0,Test and Clean,,052-24
.010,PRE FAB,Receive material,0.0,,,052-25
.QC1,INSPECTION,UT top and bottom heads,0.0,,,052-25
.100,PRE FAB,Cut nozzle pipe and clean,5.0,Nozzles and Manways,,052-25
.105,PRE FAB,Build nozzles and weld,9.0,Nozzles and Manways,,052-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",3.0,Nozzles and Manways,,052-25
.110,PRE FAB,Build dip tubes and weld,0.0,Nozzles and Manways,,052-25
.115,PRE FAB,"Make manway parts:  cut clips, form handles, etc.",1.0,Nozzles and Manways,,052-25
.120,PRE FAB,Burn manway neck (CHECK BEFORE BURNING); Clean and bevel,1.0,Nozzles and Manways,,052-25
.125,PRE FAB,Roll manway neck,2.0,Nozzles and Manways,,052-25
.130,PRE FAB,Set up and weld manway flange and neck seam,2.0,Nozzles and Manways,,052-25
.135,PRE FAB,Build davit arm assembly and cover,2.0,Nozzles and Manways,,052-25
.140,PRE FAB,Build hatch/door,0.0,Nozzles and Manways,,052-25
.145,PRE FAB,Install cladding on flange,0.0,Nozzles and Manways,,052-25
.147,PRE FAB,Install cladding on blind / cover,0.0,Nozzles and Manways,,052-25
.155,PRE FAB,Cut parts on CNC plasma table,25.0,Cut & Prep Parts,,052-25
.156,PRE FAB,Clean and prep parts,20.0,Cut & Prep Parts,,052-25
.165,PRE FAB,"Build supports (legs, lugs, saddles)",12.0,Supports,,052-25
.170,PRE FAB,Roll repads; drill and tap,2.0,Supports,,052-25
.175,PRE FAB,Build and weld base ring - skirt,0.0,Supports,,052-25
.180,BUILD,"Skirt; bring in plate, square, trim and clean",0.0,Supports,,052-25
.185,BUILD,Roll skirt shells,0.0,Supports,,052-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,Misc. Parts,,052-25
.205,PRE FAB,Roll rim angle,0.0,Misc. Parts,,052-25
.210,PRE FAB,Roll insulation rings,0.0,Misc. Parts,,052-25
.215,PRE FAB,Burn and clean baffles (CHECK BEFORE BURNING),0.0,Misc. Parts,,052-25
.220,PRE FAB,Form baffles,0.0,Misc. Parts,,052-25
.225,PRE FAB,Cut and make baffle supports,0.0,Misc. Parts,,052-25
.230,PRE FAB,Build baffles and weld,0.0,Misc. Parts,,052-25
.235,PRE FAB,Build top and bottom stiffeners,0.0,Misc. Parts,,052-25
.240,PRE FAB,Roll/Burn vacuum rings (CHECK BEFORE BURNING),0.0,Misc. Parts,,052-25
.245,PRE FAB,Cut parts for mixer bridge,0.0,Misc. Parts,,052-25
.250,PRE FAB,Roll pipe - internal coil,0.0,Misc. Parts,,052-25
.252,PRE FAB,Fabricate miscellaneous parts,6.0,Misc. Parts,BUILD NOZZLE M PIPE SUPPORT,052-25
.255,PRE FAB,Drill / punch holes,0.0,Misc. Parts,,052-25
